id,name,website,address,city,state,phone
3279,CrossFit Murphy,http://www.crossfitmurphy.com,1180 Andrews Rd. Valley River Shopping Center,Murphy,NC,(828) 361-2289
3280,CrossFit Anywhere,http://www.crossfitanywhere.com/,"7700 Folsom Auburn Road, Suite 150",Folsom,CA,(916) 212-5867
3281,CrossFit Maxim,http://www.crossfitmaxim.com/,300 Technology Circle,Scotts Valley,CA,(619) 895-8384
3282,CrossFit ParaBellum,http://www.crossfitparabellum.com,3132 Spengler Road,Turlock,CA,(209) 634-6094
3283,ML CrossFit,http://mlcrossfit.com/,2807 N. Main St.,Decatur,IL,(217) 412-1701
3284,CrossFit MIA,http://www.crossfitmia.com/,8816 SW 131 Street,Miami,FL,(786) 487-7731
3285,CrossFit Alpharetta,http://www.crossfitalpharetta.com,4055 Old Milton Parkway Suite 10,Alpharetta,GA,
3286,CrossFit Severna Park,,8514 Veterans Highway,Milersville,MD,(410) 987-5307
3287,CrossFit 323,http://crossfit323.com/,3461 Casitas Ave,Los Angeles,CA,(323) 828-8531
3288,CrossFit Merced,http://crossfitmerced.com/,28 W. Main St.,Merced,CA,(626) 513-6780
3289,Sherwood CrossFit,http://www.sherwoodcrossfit.com/,15517 Highway 107,Sherwood,AR,(501) 749-1309
3290,H-Town CrossFit,http://www.crossfithtown.com/,1919 Silver St.,Houston,TX,(281) 989-8740
3291,CrossFit Darien,http://www.crossfitdarien.com,"8102 Lemont Road, Ste 900",Woodridge,IL,(630) 333-8511
3292,Ocean Strong CrossFit,http://www.southshorefitness.net/cross-fit.php,3465 Lawson Blvd.,Oceanside,NY,(516) 543-4009
3293,CrossFit Jennings Unlimited,http://crossfitjenningsunlimited.blogspot.com/,1918 Hwy 90 Westhwy 26,Jennings,LA,(337) 250-1852
3294,CrossFit Santa Marta,,"Carrera 2, No. 11 a 23, El Rodadero",Santa Marta,Magdalena,00 507  3145898180
3295,Columbia CrossFit,http://www.columbiacrossfit.com,106 Route 66 East,Columbia,CT,(860) 228-0194
3296,CrossFit Xfinity,http://crossfitxfinity.com/,1206 Dunham Circle,Helena,AL,(205) 422-4390
3297,Parkside CrossFit,http://parksidecrossfit.com/,7600 Beverly Bl.,Los Angeles,CA,(818) 694-5112
3298,CrossFit Hamptons,http://www.cfhamptons.com/,2 Quogie Plaza Trail,Quogue,NY,(631) 891-9287
3299,CrossFit ASC,http://www.ascfreehold.com/,179 South Street Suite 1A,Freehold,NJ,(732) 299-6227
3300,NKC CrossFit,http://www.nkccrossfit.com/,727 76th St,Gladstone,MO,(816) 289-8384
3301,CrossFit 503,http://www.crossfit503.com,4841 SW Mac Adam Avenue Ste. A,Portland,OR,(206) 406-9481
3302,CrossFit Hertford,http://www.crossfithertford.co.uk/,"First Floor, 3 Mimram Road",Hertford,England,+44 7584 572523
3303,Phalanx CrossFit,http://www.phalanxfitness.com/,2835 Lee Ave,Sanford,NC,(214) 773-6048
3304,CrossFit Buenos Aires,http://www.crossfitbuenosaires.net/,Belgrano 800,Monte Grande,Buenos Aires,42954226
3305,CrossFit Unrivaled,http://www.crossfitunrivaled.com,"806 Professional Place, Suite D",Chesapeake,VA,(253) 298-1554
3306,Seminole CrossFit,http://seminolecrossfit.com/,121 W 1st St,Sanford,FL,(407) 463-5215
3307,Anaheim CrossFit West,http://www.anaheimcrossfitwest.com/,"1015 E. Katella Ave, Ste A",Anaheim,CA,(949) 350-4246
3308,CrossFit Caveman,http://www.CrossFitCaveman.com,4611 S Main Street Suite 2,Stafford,TX,(713) 359-8265
3309,Empire City CrossFit,http://empirecitycrossfit.wordpress.com/,368 Broadway #1,New York,NY,(617) 368-0731
3310,CrossFit Terre Haute,http://crossfitterrehaute.uhhg.org/,1839 N 4th Street,Terre Haute,IN,(812) 238-7311
3311,CrossFit Homestead,http://crossfitkratos.com/,13080 SW 248th Street,Homestead,FL,(786) 663-2096
3312,CrossFit 480,http://www.crossfit480.com,15855 N Greenway Hayden Loop,Scottsdale,AZ,(480) 458-7428
3313,Bridgetown CrossFit and Barbell Club,http://bridgetowncrossfit.com/,740 N Russell Street,Portland,OR,(503) 954-3067
3314,CrossFit Crystal Lake,http://www.CrossFitCrystalLake.com,221 Liberty Road,Crystal Lake,IL,(571) 215-8480
3315,CrossFit Sabina,http://www.crossfitsabina.com/,Via G. Falcone 18,Sabina,Rieti,+39/3803185039
3316,CrossFit 732,http://www.crossfit732.com/,35 Main Street,Matawan,NJ,(732) 970-4751
3317,CrossFit Barracks,http://crossfitbarracks.com/,10710 Thornmint Road,San Diego,CA,(858) 633-3779
3318,CrossFit Nashville,http://www.CrossFit-Nashville.com,"478 Allied Drive, Suite 107",Nashville,TN,(615) 927-4473
3319,CrossFit Entreno Cruzado,http://www.entrenocruzado.com/,PLAÇA SEGOVIA,Palma de Mallorca,Balearic Islands,+34 646131062
3320,CrossFit Lower Town,http://www.crossfitlowertown.com,495 Amelia St,Plymouth,MI,(734) 536-0689
3321,CrossFit Valley of the Moon,http://www.crossfitvalleyofthemoon.com/,"19800 8th Street East, Suite 4",Sonoma,CA,(707) 933-7904
3322,CrossFit Regal,http://www.regal-fitness.com,531 Fourth Street,Tipp City,OH,(614) 309-1747
3323,CrossFit Lake Mirror,http://crossfitlakemirror.com/CrossFit_Lake_Mirror/Home.html,502 Lake Mirror Drive,Lakeland,FL,(772) 559-4237
3324,CrossFit North Haven,http://northhavencrossfit.com/,"70 Broadway, Unit D",North Haven,CT,(203) 868-2336
3325,CrossFit Kemah,http://www.crossfitkemah.com/,1907 Lawrence Road Suite 100,Kemah,TX,(281) 733-9668
3326,CrossFit Riot,http://www.crossfitriot.com/,"580 West Lambert Road, Unit J",Brea,CA,(714) 423-9255
3327,CrossFit Venture,,"0101 Fawcett Road, #155",Avon,CO,(303) 709-5177
3328,CrossFit Port Chester,http://www.crossfitportchester.com/,"39 Robertson Ave, Basement Apt",White Plains,NY,(914) 954-6905
3329,CrossFit Northeast Atlanta,http://crossfitnortheastatlanta.com/,"1515 Sheridan Road, NE",Atlanta,GA,(404) 693-5325
3330,CrossFit Adonnics,http://www.studioadonnics.ca/crossfit,5661 Royalmount Ave.,Montreal,QC,(514) 731-7860
3331,CrossFit Frenzy,http://www.crossfitfrenzy.com,5415 Woodmere Drive,Bakersfield,CA,(661) 703-7051
3332,CrossFit Må Bättre Borlänge (Feel Better Borlange),,TBD,Borl_nge,Dalarna,+46736535520
3333,CrossFit Laurel Highlands,,"2678 Kingview Rd, Suite 103",Scottdale,PA,(724) 493-8188
3334,CrossFit Awaken,http://crossfitawaken.com/,"244 Maple Drive, Unit R",Beaumont,CA,(719) 201-0040
3335,CrossFit Ion,http://www.crossfition.com/,16580 Harbor Blvd Ste I,Fountain Valley,CA,(949) 667-5980
3336,CrossFit White Bear,http://www.crossfitwhitebear.com/,1803 Buerkle Road,White Bear,MN,(651) 353-7407
3337,AllSport CrossFit,http://allsportcrossfit.com/,3314 Branard Street,Houston,TX,(713) 304-0009
3338,In2 CrossFit Clapham,http://www.in2crossfit.com/,"Unit 3H, Clapham North Arts Centre, 26-32, Voltaire Road",Clapham,,7841485424
3339,CrossFit Maroochydore,http://www.crossfitmaroochydore.com/,9/7 Kelly Court,Maroochydore,QLD,(040) 948-6770
3340,The Tank CrossFit Goderich,http://www.thetankcrossfitgoderich.ca/,120 Huckins St. Unit #3,Goderich,ON,(519) 955-6388
3341,CrossFit Works CFWX,http://www.crossfitworks.com.au/,50C Browns Road,Kingston,TAS,(041) 850-6411
3342,CrossFit Virtus,http://crossfitvirtus.com/,2302 S Philippe Avenue,Gonzales,LA,(225) 772-5884
3343,CrossFit Gisborne,http://www.crossfitgisborne.co.nz/,Corner of Kahutia/Grey St,Gisborne,N/A,+64273285524
3344,CrossFit Bordeaux,http://www.crossfitbordeaux.com/,16 rue du Huit Mai 1945,Bordeaux,Gironde,33612137439
3345,CrossFit 602,http://www.crossfit602.com,"4012 East Broadway Road, Suite 310",Phoenix,AZ,(602) 373-7760
3346,Vigilante CrossFit,http://www.VigilanteCrossFit.com,1819-C SpringGarden St,Greensboro,NC,(336) 420-2676
3347,CrossFit Texarkana,http://crossfittexarkana.com/,310 Main Street,Texarkana,TX,(903) 276-5727
3348,CrossFit Optimus,http://www.crossfitoptimus.com/,Blackwater Way,Aldershot,Hampshire,+44 758 406 4454
3349,CrossFit Primeval,http://www.crossfitprimeval.com,15 Williams Road,Kendall Park,NJ,(908) 208-3404
3350,CrossFit Hangar,http://www.crossfithangar.com/,76st 4 South AV House 23,Panama City,,(507)66180773
3351,CrossFit Avenue,http://www.crossfitavenue.com/,1620 North Vernal Ave.,Vernal,UT,(435) 828-8112
3352,Driven Strong CrossFit,http://www.drivenstrong.com,1107 Garden of the Gods Road,Colorado Springs,CO,(303) 550-5814
3353,The Firm CrossFit,http://www.thefirmmpls.com/crossfit/,1010 North Second Avenue,Minneapolis,MN,(949) 244-2907
3354,AJ CrossFit,,820 Old Cleveland Rd. Carina,Brisbane,QLD,61 423 176 808
3355,CrossFit TRH,http://www.crossfittrh.com/,14600 20 Avenue,Surrey,BC,(604) 319-7236
3356,CrossFit Arena,http://www.crossfitarena.com.au,4 Stephens Road South Brisbane,Brisbane,QLD,(041) 437-1986
3357,CrossFit Leuven,http://www.crossfitleuven.be/,Aarschotsesteenweg 37,Wilsele-Leuven,Vlaams-Brabant,(049) 422-1484
3358,CrossFit 817,http://www.crossfit817.com/,10395 Alta Vista Rd,Keller,TX,(817) 915-9328
3359,Strand CrossFit,,"Tobruk Memorial Baths, The Strand",Townsville,QLD,(044) 878-7263
3360,Motus Collaborative CrossFit,http://www.motuscrossfit.com/,69 Bay View Drive West,Sag Harbor,NY,(413) 531-0478
3361,CrossFit Potrero Hill,http://crossfitph.com/,290 De Haro Street,San Francisco,CA,(415) 209-4345
3362,CrossFit Santa Fe,http://www.crossfitsantafe.com,915 W. Alameda St.,Santa Fe,NM,(213) 446-5774
3363,CrossFit Mendota,http://www.crossfitmendota.com,"2535 Pilot Knob Road, Suite 122",Mendota Heights,MN,(651) 246-1736
3364,Wildcat CrossFit,http://wildcatcrossfit.com,300 S Park Ave,Tucson,AZ,(520) 390-7759
3365,CrossFit OBBC,http://www.obbc.dk,Rugaardsvej 23,Odense,Odense,51516708
3366,CrossFit KOA,http://www.CrossFitKOA.com,8 Eastman Street,Cranford,NJ,(908) 418-1829
3367,CrossFit South Hills,http://crossfitsouthhills.com/,6321 Library Rd.,South Park,PA,(412) 389-1256
3368,Clique CrossFit,http://cliquecrossfit.com,340 Cleveland St.,Virginia Beach,VA,(757) 392-5866
3369,CrossFit Silverback,http://www.crossfitsilverback.com,"5701 Louetta Road, Suite 500",Spring,TX,(281) 455-2950
3370,CrossFit Eastlake,http://eastlakecrossfit.com,1165 Eastlake Ave E,Seattle,WA,(206) 446-8162
3371,CrossFit Evolve,http://www.crossfit-evolve.com,4211 South Mason,Fort Collins,CO,(970) 420-5114
3372,CrossFit 540,http://Www.crossfit540.com,"5400 Bleaux Ave, Ste. B",Springdale,AR,(479) 685-9493
3373,CrossFit Brussels,http://www.crossfitbrussels.be,Rue du Bourdon 100,Ukkel,Brussels,32475839322
3374,CrossFit Eclipse,http://www.crossfiteclipse.com/,5915 S. 118th E Ave.,Tulsa,OK,(918) 740-8108
3375,Mission CrossFit San Antonio,http://www.missioncrossfitsa.com,827 East Rector Suite 103 & 105,San Antonio,TX,(210) 912-7185
3376,CrossFit SISU,http://www.crossfitsisu.com,2072 East Center Circle,Plymouth,MN,(612) 859-2033
3377,CrossFit Forest,http://www.crossfitforest.com/,"20321 Lake Forest Drive, Suite D1",Lake Forest,CA,(714) 448-3006
3378,CrossFit CSA,http://csagym.squarespace.com/,7100 Village Parkway,Dublin,CA,(415) 308-0231
3379,Animas CrossFit,http://www.animascrossfit.com/,1902 Mojave Street,Farmington,NM,(505) 801-9603
3380,CrossFit South Tacoma,http://crossfitst.com,5206 South Tacoma Way,Tacoma,WA,(253) 777-9714
3381,CrossFit 207,http://crossfit207.com/,1625 Main Street Unit 310,Sanford,ME,(207) 651-8529
3382,CrossFit Echelon,http://www.crossfitechelon.com/,"905 Placer Blvd., Suite C",Rocklin,CA,(916) 276-7875
3383,CrossFit 619,http://www.crossfit619.com/,5277 Linda Vista Road,San Diego,CA,(619) 840-9099
3384,CrossFit Peoria,http://www.crossfitpeoria.com,2601 W Lake Avenue,Peoria,IL,(309) 453-7607
3385,CrossFit Heath,http://www.crossfitheath.com,272 Ranch Trail,Rockwall,TX,(972) 948-9396
3386,CrossFit Glory,http://crossfitglory.com,887 West Midland Road,Auburn,MI,(989) 662-4279
3387,CrossFit Hill,http://www.crossfithill.com,14 Purdue st Belconnen,Canberra,ACT,(041) 986-1343
3388,CrossFit Eternal,http://www.crossfiteternal.com,"216 Stetson Drive, Suite B",Charlotte,NC,(704) 921-8272
3389,Bridgend CrossFit 31,,Unit 3 Block C Main Avenue,Brackla,Bridgend,7966783371
3390,Gainey Village CrossFit,http://villageclubs.com/fitness/crossfit/,7477 East Doubletree Ranch Rd,Scottsdale,AZ,(480) 433-3583
3391,Merritt Island CrossFit,http://merrittislandcrossfit.com/,255 Cone Road #4,Merritt Island,FL,(321) 652-0034
3392,CrossFit Riverfront,http://www.cfriverfront.com,402 Justison Street,Wilmington,DE,(302) 462-4176
3393,CrossFit Aurora,http://www.crossfitaurora.com,8303 Argyll Rd,Edmonton,AB,+1.780.964.3364
3394,CrossFit Epiphany,http://crossfitepiphany.com,5601 East 18th Street #302,Vancouver,WA,(360) 852-0057
3395,CrossFit AF,http://www.crossfitaf.com,5251 Peachtree Industrial Blvd.,Chamblee,GA,(770) 855-6517
3396,CrossFit Dundas,http://www.crossfitdundas.com/,"22 King st E,",Dundas,ON,(905) 906-6043
3397,Warrior Pride Fitness CrossFit,http://www.warriorpridefitness.com/crossfit/,3405 Dallas Hwy St 401,Marietta,GA,(404) 786-8328
3398,CrossFit Blythewood,http://www.warriorfitnesssc.com/,"5 Lake Carolina Way, #140",Blythewood,SC,(803) 600-5134
3399,CrossFit Committed,http://crossfitcommitted.com/,Soukenicka 7,Prague,Czech Republic,+420 725 868 496
3400,CrossFit Revolt,http://www.crossfitrevolt.com,99 Industrial Road,Berkely Heights,NJ,(908) 930-1998
3401,TwinTown CrossFit,http://www.twintowncrossfit.com,723 West 26th Street,Minneapolis,MN,(612) 850-1877
3402,CrossFit 403,http://www.crossfit403.com/CrossFit_403/Home.html,Bay 101 44 Gateway Drive N.E,Airdrie,AB,(403) 980-7320
3403,Maximum Performance CrossFit,http://mpcrossfit.blogspot.com/,4813 S. 68th St.,Tulsa,OK,(918) 691-2661
3404,CrossFit Mallow,http://www.crossfitmallow.ie/,Unit 1 Bowling Green,Mallow,County Cork,+353879047849
3405,Fit 2 Fight CrossFit,http://www.fit2fightomaha.com,819 S. 7th St,Omaha,NE,(402) 658-4335
3406,CrossFit RFM,http://www.rawfitnessmaui.com,800 Eha Street Unit #2,Wailuku,HI,(808) 281-0336
3407,Power CrossFit,,7884 Main St,Houma,LA,(985) 852-3150
3408,CrossFit HPU,http://crossfithpu.com/,186 Victoria St West,Auckland,City,(649) 376-6669
3409,CrossFit am Rhein,http://www.crossfit-am-rhein.de/,Kölner Landstrasse 18,Dusseldorf,NRW,0163/2343699
3410,CrossFit 508,http://www.crossfit508.com/,182 East Street,Attleboro,MA,(508) 360-8820
3411,LETS CrossFit,http://www.letscrossfit.com/,"16099 N 82nd St
Ste B12",Scottsdale,AZ,(623) 738-7679
3412,CrossFit Combine,http://www.athleteinstitute.ca/crossfit.html,207323 Hwy 9,Orangeville,ON,(519) 940-3735
3413,CrossFit Reign,http://crossfitreign.com/,3325 S. Main St.,Pearland,TX,(832) 578-2364
3414,CrossFit 714,http://Crossfit714.com,1104 West Collins,Orange,CA,(714) 749-3626
3415,RWS CrossFit,http://www.rwscrossfit.com,1133 N Fountain Way,Anaheim,CA,(562) 673-2340
3416,Rock Creek CrossFit,http://www.rockcreekcrossfit.com/,"4233 Howard Avenue, Bay A",Kensington,MD,(301) 875-8276
3417,CrossFit Laurel,http://www.crossfitlaurel.com,701 Montgomery St,Laurel,MD,(240) 893-1563
3418,CrossFit Equipped,http://crossfitequipped.com.au/,3 Hudd Street Bowen Hills,Brisbane,QLD,+61410194406
3419,Infused CrossFit,http://www.infusedcfot.com/index.html,,Perth,WA,(043) 328-3115
3420,CrossFit Beaufort,http://www.crossfitbeaufort.com/,"1000 Hamar Street, Suite 2",Beaufort,SC,(843) 812-3939
3421,CrossFit Kitsilano,http://crossfitkitsilano.com/,1370 west 4th ave,Vancouver,BC,(604) 315-1123
3422,CrossFit No Boundaries,http://www.crossfitnoboundaries.com/,"33208 Paseo Cerveza, Suite A1",San Juan Capistrano,CA,(707) 362-1026
3423,CrossFit Wilco,http://www.crossfitwilco.com,403 Warm Mist Cove,Austin,TX,(512) 769-2545
3424,CrossFit ATP,http://www.crossfitatp.com/,714 S. Federal Hwy.,Dania Beach,FL,(954) 336-4302
3425,Caution CrossFit,http://cautioncrossfit.com/,9905 NW 80 Avenue,Hialeah Gardens,FL,(305) 205-6161
3426,CrossFit Wired,http://www.crossfitwired.com.au,"Unit 5B, 91-93 Spencer Road",Nerang,QLD,+61412074209
3427,CrossFit Spring Hill,http://www.crossfitspringhill.com,10581 Hearth Road,Spring Hill,FL,(352) 232-7516
3428,CrossFit Kenmore,http://www.cfkenmore.com/,17455 68th Ave NE Unit #1,Kenmore,WA,(425) 646-6459
3429,CrossFit Medina,http://www.crossfitmedina.com,5400 Lake Road,Medina,OH,(216) 355-3033
3430,CrossFit Spring Branch,http://crossfitspringbranch.com,3235 Buck Meadow Trail,Spring Branch,TX,(210) 273-9455
3431,CrossFit King,http://www.crossfitking.com,6B/655 Toohey Road,Salisbury,QLD,(073) 392-6962
3432,Forever CrossFit,http://www.stayforevercrossfit.com,191 Watertown St,Watertown,MA,(617) 512-0314
3433,CrossFit SP,http://crossfitsp.com.br/,Alvorada street number 1084,Sao Paulo,Sao Paulo,551192296469
3434,CrossFit HD,http://www.crossfithd.com,3292 Laventure Drive,Atlanta,GA,(404) 431-2765
3435,CrossFit Fired Up,http://www.crossfitfiredup.com/,2750 Glades Circle #300,Weston,FL,(954) 349-4900
3436,CrossFit Ponte Vedra,http://www.crossfitpontevedra.com,1110 A1A N. Ste. 104,Ponte Vedra,FL,(904) 238-3895
3437,CrossFit Adaptation,http://www.crossfitadaptation.com,4144 Four Mile Run Drive,Arlington,VA,(571) 643-8588
3438,CrossFit Unlimited,http://crossfitunlimited.com/,1000 Jacklin Road,Milpitas,CA,(408) 891-3531
3439,Brickhouse CrossFit,http://www.brickhousecrossfit.com,310 Salem Avenue,Roanoke,VA,(540) 632-2045
3440,CrossFit Sun,http://www.crossfitsun.com/,"12265 World Trade Dr., #C",San Diego,CA,(562) 912-9798
3441,CrossFit 212 Degrees,http://www.crossfit212degrees.com,"120 Riverside Road, Suite D",Mesquite,NV,(702) 346-1683
3442,CrossFit Timpanogos,http://www.crossfittimpanogos.com/,123 South 1350 East #1,Lehi,UT,(801) 230-8687
3443,New Braunfels CrossFit,http://newbraunfelscrossfit.com,,New Braunfels,TX,(830) 221-6344
3444,South Sound CrossFit,http://www.southsoundcrossfit.com/,7315 385 St E,Eatonville,WA,(360) 832-1550
3445,Corporal CrossFit,http://www.corporalcrossfit.com,4415 E 10th Ave,Hialeah,FL,(305) 953-0009
3446,CrossFit Chamblee,http://www.crossfitchamblee.com/,2050-F Chamblee Tucker Road,Atlanta,GA,(865) 310-0604
3447,CrossFit SoCal Tribe,http://crossfitsocaltribe.com/,9700 Bloomfield Avenue,Cerritos,CA,(310) 213-7774
3448,CrossFit 903,http://www.crossfit903.com,,Mt. Pleasant,TX,(903) 466-6384
3449,CrossFit NOLA,http://crossfitnola.weebly.com/,8422 Burthe St,New Orleans,LA,(734) 645-8069
3450,Unified CrossFit,http://www.unifiedcf.com/,"5711 MCPHERSON, SUITE 304",Laredo,TX,(956) 645-2310
3451,CrossFit St. Cloud (STC),http://www.crossfitstc.com,1830 8th Street South,St. Cloud,MN,(320) 493-2231
3452,CrossFit High Intensity,http://www.crossfithighintensity.com,"395 Enterprise St
Unit B",Ocoee,FL,(954) 245-9806
3453,CrossFit Burlingame,http://crossfitburlingame.com/,25 Edwards Ct. #29,Burlingame,CA,(415) 244-3954
3454,AK CrossFit,http://www.akcrossfit.com,764 Miami Circle,Atlanta,GA,(404) 271-5463
3455,CAP CrossFit,http://www.capcrossfit.com,"10600 Commerce Row, Suite A",Montgomery,TX,(936) 582-7777
3456,CrossFit 66,http://crossfit66.com,517 West Main Street,Yukon,OK,(405) 227-4677
3457,CrossFit Eastern Shore,http://www.crossfiteasternshore.net/,25476 Friendship Road Suite C,Daphne,AL,(251) 751-9598
3458,CrossFit Hanover,http://www.crossfithanover.com,1061 Carlisle Street,Hanover,PA,(717) 451-5120
3459,CrossFit Tier1,http://www.crossfittier1.com/,710 A&B Red Banks Rd.,Greenville,NC,(252) 414-9412
3460,CrossFit 614,http://ohiofitclub.com/crossfit/,"15 West Cherry Street, 2nd Floor",Columbus,OH,(614) 500-3883
3461,CrossFit Unity,http://www.crossfitunity.net,"2100 Nasa Pkwy
Suite 101B",Seabrook,TX,(832) 221-9762
3462,CrossFit Lafayette,http://www.crossfitlafayette.com,4422 Ambassador Caffery Pkwy,Lafayette,LA,(337) 205-2348
3463,Bear Mountain CrossFit,http://bearmountain.ca/Home/Stay/MAC/CrossFit.aspx,1997 Country Club Way,Victoria,BC,(250) 391-3759
3464,CrossFit 206,http://www.crossfit206.com,106 Lakeside Avenue,Seattle,WA,(206) 612-8464
3465,CrossFit Optimum Performance,http://www.crossfitoptimumperformance.com,,Vancouver,BC,(778) 838-1721
3466,Olympic Peninsula YMCA CrossFit,http://ymcacrossfit.blogspot.com/,2026 E First Street,Port Angeles,WA,(360) 452-9244
3467,CrossFit Fire of the Gods,http://fireofthegodsfitness.blogspot.com/,240 Avon Rd,Memphis,TN,(901) 489-5856
3468,CrossFit 4 U,http://www.crossfit4u.com,"2484 NW Place, Unit 12",Doral,FL,(786) 406-3330
3469,CrossFit TUFF,http://crossfittuff.com/,145 A Temple St,Nashua,NH,(603) 557-5556
3470,CrossFit San Mateo,http://crossfitsanmateo.com,23 S Railroad Ave,San Mateo,CA,(650) 714-4827
3471,AFC CrossFit,http://www.afccrossfit.com,436 Central Ave,Oak Hill,WV,(304) 465-0700
3472,CrossFit Hell's Kitchen,http://www.crossfithellskitchen.com,"315 West 36th Street, Ground Floor",New York City,NY,(646) 234-8425
3473,Bear River Crossfit,http://www.bearrivercrossfit.com/,125 South State,Preston,ID,(208) 852-1812
3474,CrossFit Mad Dog,http://almost finished,1171Whispering Pines Drive,Scotts Valley,CA,(831) 439-3206
3475,CrossFit Lakewood,http://www.crossfitlakewood.com,8000 West Jewell Avenue,Lakewood,CO,(303) 667-6659
3476,CrossFit Hoover,http://crossfithoover.com,"2801 John Hawkins Parkway, Suite 157 O",Hoover,AL,(205) 617-3168
